"","ibge","week","year","municipality","population","deaths","likely_cases","cases_pcap","deaths_pcap","Years.Range"
"1685","330455","49",2022,"330455 RIO DE JANEIRO",6625849,0,21,0.316940515849365,0,"2022/2023"
"1686","330455","49",2023,"330455 RIO DE JANEIRO",6211223,0,517,8.32364254189553,0,"2023/2024"
"1687","330455","49",2024,"330455 RIO DE JANEIRO",6729894,0,157,2.3328747822774,0,"2024/2025"
"1688","330455","50",2014,"330455 RIO DE JANEIRO",6453682,0,28,0.433860856484717,0,"2014/2015"
"1689","330455","50",2015,"330455 RIO DE JANEIRO",6476631,0,456,7.04069754784548,0,"2015/2016"
"1690","330455","50",2016,"330455 RIO DE JANEIRO",6498837,0,87,1.33870106297481,0,"2016/2017"
"1691","330455","50",2017,"330455 RIO DE JANEIRO",6520266,0,73,1.11958622546994,0,"2017/2018"
"1692","330455","50",2018,"330455 RIO DE JANEIRO",6688927,0,108,1.61460874068442,0,"2018/2019"
"1693","330455","50",2019,"330455 RIO DE JANEIRO",6718903,0,41,0.610218662183395,0,"2019/2020"
"1694","330455","50",2020,"330455 RIO DE JANEIRO",6747815,0,11,0.163015731759095,0,"2020/2021"
"1695","330455","50",2021,"330455 RIO DE JANEIRO",6775561,0,12,0.1771071059651,0,"2021/2022"
"1696","330455","50",2022,"330455 RIO DE JANEIRO",6625849,0,46,0.694250653765276,0,"2022/2023"
"1697","330455","50",2023,"330455 RIO DE JANEIRO",6211223,0,757,12.1876158688877,0,"2023/2024"
"1698","330455","50",2024,"330455 RIO DE JANEIRO",6729894,0,188,2.79350610871434,0,"2024/2025"
"1699","330455","51",2014,"330455 RIO DE JANEIRO",6453682,0,31,0.480345948250936,0,"2014/2015"
"1700","330455","51",2015,"330455 RIO DE JANEIRO",6476631,0,284,4.38499584120201,0,"2015/2016"
"1701","330455","51",2016,"330455 RIO DE JANEIRO",6498837,0,123,1.89264633041266,0,"2016/2017"
"1702","330455","51",2017,"330455 RIO DE JANEIRO",6520266,0,40,0.613471904367092,0,"2017/2018"
"1703","330455","51",2018,"330455 RIO DE JANEIRO",6688927,0,91,1.36045736483594,0,"2018/2019"
"1704","330455","51",2019,"330455 RIO DE JANEIRO",6718903,0,73,1.08648688632653,0,"2019/2020"
"1705","330455","51",2020,"330455 RIO DE JANEIRO",6747815,0,12,0.177835343737195,0,"2020/2021"
"1706","330455","51",2021,"330455 RIO DE JANEIRO",6775561,0,3,0.044276776491275,0,"2021/2022"
"1707","330455","51",2022,"330455 RIO DE JANEIRO",6625849,0,28,0.42258735446582,0,"2022/2023"
"1708","330455","51",2023,"330455 RIO DE JANEIRO",6211223,0,716,11.5275204255265,0,"2023/2024"
"1709","330455","51",2024,"330455 RIO DE JANEIRO",6729894,0,154,2.28829755713834,0,"2024/2025"
"1710","330455","52",2014,"330455 RIO DE JANEIRO",6453682,0,6,0.0929701835324393,0,"2014/2015"
"1711","330455","52",2015,"330455 RIO DE JANEIRO",6476631,0,355,5.48124480150251,0,"2015/2016"
"1712","330455","52",2016,"330455 RIO DE JANEIRO",6498837,0,114,1.75416001355319,0,"2016/2017"
"1713","330455","52",2017,"330455 RIO DE JANEIRO",6520266,0,54,0.828187070895574,0,"2017/2018"
"1714","330455","52",2018,"330455 RIO DE JANEIRO",6688927,0,114,1.704309226278,0,"2018/2019"
"1715","330455","52",2019,"330455 RIO DE JANEIRO",6718903,0,53,0.788819246237072,0,"2019/2020"
"1716","330455","52",2020,"330455 RIO DE JANEIRO",6747815,0,33,0.489047195277286,0,"2020/2021"
"1717","330455","52",2021,"330455 RIO DE JANEIRO",6775561,0,5,0.0737946274854584,0,"2021/2022"
"1718","330455","52",2022,"330455 RIO DE JANEIRO",6625849,0,65,0.981006358581368,0,"2022/2023"
"1719","330455","52",2023,"330455 RIO DE JANEIRO",6211223,0,783,12.6062129793118,0,"2023/2024"
"1720","330455","52",2024,"330455 RIO DE JANEIRO",6729894,0,112,1.66421640519152,0,"2024/2025"
"1721","330455","53",2014,"330455 RIO DE JANEIRO",6453682,0,21,0.325395642363538,0,"2014/2015"
"1722","330455","53",2020,"330455 RIO DE JANEIRO",6747815,0,5,0.0740980598904979,0,"2020/2021"
"1723","350950","01",2014,"350950 CAMPINAS",1154617,0,10,0.866088062101978,0,"2014/2015"
"1724","350950","01",2015,"350950 CAMPINAS",1164098,0,133,11.4251549268189,0,"2015/2016"
"1725","350950","01",2016,"350950 CAMPINAS",1173370,0,86,7.32931641340754,0,"2016/2017"
"1726","350950","01",2017,"350950 CAMPINAS",1182429,0,3,0.25371502221275,0,"2017/2018"
"1727","350950","01",2018,"350950 CAMPINAS",1194094,0,8,0.669964006183768,0,"2018/2019"
"1728","350950","01",2019,"350950 CAMPINAS",1204073,0,7,0.581360100259702,0,"2019/2020"
"1729","350950","01",2020,"350950 CAMPINAS",1213792,0,26,2.14204740186127,0,"2020/2021"
"1730","350950","01",2021,"350950 CAMPINAS",1223237,0,11,0.899253374448288,0,"2021/2022"
"1731","350950","01",2022,"350950 CAMPINAS",1170247,0,6,0.512712273562761,0,"2022/2023"
"1732","350950","01",2023,"350950 CAMPINAS",1139047,0,17,1.49247572751607,0,"2023/2024"
"1733","350950","01",2024,"350950 CAMPINAS",1185977,0,216,18.2128321206904,0,"2024/2025"
"1734","350950","02",2014,"350950 CAMPINAS",1154617,0,19,1.64556731799376,0,"2014/2015"
"1735","350950","02",2015,"350950 CAMPINAS",1164098,0,195,16.7511669979675,0,"2015/2016"
"1736","350950","02",2016,"350950 CAMPINAS",1173370,0,92,7.8406640701569,0,"2016/2017"
"1737","350950","02",2017,"350950 CAMPINAS",1182429,0,9,0.761145066638251,0,"2017/2018"
"1738","350950","02",2018,"350950 CAMPINAS",1194094,0,9,0.753709506956739,0,"2018/2019"
"1739","350950","02",2019,"350950 CAMPINAS",1204073,0,19,1.57797741499062,0,"2019/2020"
"1740","350950","02",2020,"350950 CAMPINAS",1213792,0,59,4.86079987345443,0,"2020/2021"
"1741","350950","02",2021,"350950 CAMPINAS",1223237,0,9,0.735752760912235,0,"2021/2022"
"1742","350950","02",2022,"350950 CAMPINAS",1170247,0,5,0.427260227968967,0,"2022/2023"
"1743","350950","02",2023,"350950 CAMPINAS",1139047,0,24,2.10702455649328,0,"2023/2024"
"1744","350950","02",2024,"350950 CAMPINAS",1185977,0,513,43.2554762866396,0,"2024/2025"
"1745","350950","03",2014,"350950 CAMPINAS",1154617,0,58,5.02331076019147,0,"2014/2015"
"1746","350950","03",2015,"350950 CAMPINAS",1164098,0,276,23.7093440586617,0,"2015/2016"
"1747","350950","03",2016,"350950 CAMPINAS",1173370,0,123,10.4826269633619,0,"2016/2017"
"1748","350950","03",2017,"350950 CAMPINAS",1182429,0,7,0.592001718496417,0,"2017/2018"
"1749","350950","03",2018,"350950 CAMPINAS",1194094,0,18,1.50741901391348,0,"2018/2019"
"1750","350950","03",2019,"350950 CAMPINAS",1204073,0,8,0.664411543153945,0,"2019/2020"
"1751","350950","03",2020,"350950 CAMPINAS",1213792,0,58,4.7784134349213,0,"2020/2021"
"1752","350950","03",2021,"350950 CAMPINAS",1223237,0,16,1.30800490828842,0,"2021/2022"
"1753","350950","03",2022,"350950 CAMPINAS",1170247,0,20,1.70904091187587,0,"2022/2023"
"1754","350950","03",2023,"350950 CAMPINAS",1139047,0,38,3.33612221444769,0,"2023/2024"
"1755","350950","03",2024,"350950 CAMPINAS",1185977,0,731,61.6369457417808,0,"2024/2025"
"1756","350950","04",2014,"350950 CAMPINAS",1154617,0,47,4.0706138918793,0,"2014/2015"
"1757","350950","04",2015,"350950 CAMPINAS",1164098,0,611,52.4869899269649,0,"2015/2016"
"1758","350950","04",2016,"350950 CAMPINAS",1173370,0,121,10.3121777444455,0,"2016/2017"
"1759","350950","04",2017,"350950 CAMPINAS",1182429,0,9,0.761145066638251,0,"2017/2018"
"1760","350950","04",2018,"350950 CAMPINAS",1194094,0,11,0.921200508502681,0,"2018/2019"
"1761","350950","04",2019,"350950 CAMPINAS",1204073,0,6,0.498308657365459,0,"2019/2020"
"1762","350950","04",2020,"350950 CAMPINAS",1213792,0,83,6.83807439824945,0,"2020/2021"
"1763","350950","04",2021,"350950 CAMPINAS",1223237,0,32,2.61600981657684,0,"2021/2022"
"1764","350950","04",2022,"350950 CAMPINAS",1170247,0,11,0.939972501531728,0,"2022/2023"
"1765","350950","04",2023,"350950 CAMPINAS",1139047,0,48,4.21404911298656,0,"2023/2024"
"1766","350950","04",2024,"350950 CAMPINAS",1185977,0,1095,92.3289406118331,0,"2024/2025"
"1767","350950","05",2014,"350950 CAMPINAS",1154617,0,87,7.53496614028721,0,"2014/2015"
"1768","350950","05",2015,"350950 CAMPINAS",1164098,0,809,69.4958671864396,0,"2015/2016"
"1769","350950","05",2016,"350950 CAMPINAS",1173370,0,136,11.5905468863189,0,"2016/2017"
"1770","350950","05",2017,"350950 CAMPINAS",1182429,0,8,0.676573392567334,0,"2017/2018"
"1771","350950","05",2018,"350950 CAMPINAS",1194094,0,13,1.08869151004862,0,"2018/2019"
"1772","350950","05",2019,"350950 CAMPINAS",1204073,0,24,1.99323462946184,0,"2019/2020"
"1773","350950","05",2020,"350950 CAMPINAS",1213792,0,79,6.50852864411695,0,"2020/2021"
"1774","350950","05",2021,"350950 CAMPINAS",1223237,0,38,3.10651165718499,0,"2021/2022"
"1775","350950","05",2022,"350950 CAMPINAS",1170247,0,21,1.79449295746966,0,"2022/2023"
"1776","350950","05",2023,"350950 CAMPINAS",1139047,0,66,5.79431753035652,0,"2023/2024"
"1777","350950","05",2024,"350950 CAMPINAS",1185977,0,1348,113.661563419864,0,"2024/2025"
"1778","350950","06",2014,"350950 CAMPINAS",1154617,0,164,14.2038442184724,0,"2014/2015"
"1779","350950","06",2015,"350950 CAMPINAS",1164098,0,1293,111.0731227096,0,"2015/2016"
"1780","350950","06",2016,"350950 CAMPINAS",1173370,0,128,10.9087500106531,0,"2016/2017"
"1781","350950","06",2017,"350950 CAMPINAS",1182429,0,13,1.09943176292192,0,"2017/2018"
"1782","350950","06",2018,"350950 CAMPINAS",1194094,0,12,1.00494600927565,0,"2018/2019"
"1783","350950","06",2019,"350950 CAMPINAS",1204073,0,44,3.6542634873467,0,"2019/2020"
"1784","350950","06",2020,"350950 CAMPINAS",1213792,0,134,11.0397827634389,0,"2020/2021"
"1785","350950","06",2021,"350950 CAMPINAS",1223237,0,40,3.27001227072105,0,"2021/2022"
"1786","350950","06",2022,"350950 CAMPINAS",1170247,0,38,3.24717773256415,0,"2022/2023"
"1787","350950","06",2023,"350950 CAMPINAS",1139047,0,73,6.40886635933372,0,"2023/2024"
"1788","350950","06",2024,"350950 CAMPINAS",1185977,0,1886,159.025006387139,0,"2024/2025"
"1789","350950","07",2014,"350950 CAMPINAS",1154617,0,283,24.510292157486,0,"2014/2015"
"1790","350950","07",2015,"350950 CAMPINAS",1164098,0,1143,98.1876096342404,0,"2015/2016"
"1791","350950","07",2016,"350950 CAMPINAS",1173370,0,181,15.4256543119391,0,"2016/2017"
"1792","350950","07",2017,"350950 CAMPINAS",1182429,0,18,1.5222901332765,0,"2017/2018"
"1793","350950","07",2018,"350950 CAMPINAS",1194094,0,8,0.669964006183768,0,"2018/2019"
"1794","350950","07",2019,"350950 CAMPINAS",1204073,0,90,7.47462986048188,0,"2019/2020"
"1795","350950","07",2020,"350950 CAMPINAS",1213792,0,167,13.758535235032,0,"2020/2021"
"1796","350950","07",2021,"350950 CAMPINAS",1223237,0,58,4.74151779254552,0,"2021/2022"
"1797","350950","07",2022,"350950 CAMPINAS",1170247,0,40,3.41808182375174,0,"2022/2023"
"1798","350950","07",2023,"350950 CAMPINAS",1139047,0,131,11.5008423708591,0,"2023/2024"
"1799","350950","07",2024,"350950 CAMPINAS",1185977,0,1947,164.16844508789,0,"2024/2025"
"1800","350950","08",2014,"350950 CAMPINAS",1154617,0,483,41.8320533995256,0,"2014/2015"
"1801","350950","08",2015,"350950 CAMPINAS",1164098,0,2569,220.685887270659,0,"2015/2016"
"1802","350950","08",2016,"350950 CAMPINAS",1173370,0,189,16.1074511876049,0,"2016/2017"
"1803","350950","08",2017,"350950 CAMPINAS",1182429,0,12,1.014860088851,0,"2017/2018"
"1804","350950","08",2018,"350950 CAMPINAS",1194094,0,6,0.502473004637826,0,"2018/2019"
"1805","350950","08",2019,"350950 CAMPINAS",1204073,0,139,11.5441505622998,0,"2019/2020"
"1806","350950","08",2020,"350950 CAMPINAS",1213792,0,183,15.076718251562,0,"2020/2021"
"1807","350950","08",2021,"350950 CAMPINAS",1223237,0,82,6.70352515497814,0,"2021/2022"
"1808","350950","08",2022,"350950 CAMPINAS",1170247,0,40,3.41808182375174,0,"2022/2023"
"1809","350950","08",2023,"350950 CAMPINAS",1139047,0,182,15.9782695534074,0,"2023/2024"
"1810","350950","08",2024,"350950 CAMPINAS",1185977,0,3448,290.730764593243,0,"2024/2025"
"1811","350950","09",2014,"350950 CAMPINAS",1154617,0,624,54.0438950751635,0,"2014/2015"
"1812","350950","09",2015,"350950 CAMPINAS",1164098,0,3851,330.814072354733,0,"2015/2016"
"1813","350950","09",2016,"350950 CAMPINAS",1173370,0,219,18.6641894713517,0,"2016/2017"
"1814","350950","09",2017,"350950 CAMPINAS",1182429,0,10,0.845716740709167,0,"2017/2018"
"1815","350950","09",2018,"350950 CAMPINAS",1194094,0,11,0.921200508502681,0,"2018/2019"
"1816","350950","09",2019,"350950 CAMPINAS",1204073,0,174,14.4509510635983,0,"2019/2020"
"1817","350950","09",2020,"350950 CAMPINAS",1213792,0,204,16.8068334607577,0,"2020/2021"
"1818","350950","09",2021,"350950 CAMPINAS",1223237,0,100,8.17503067680262,0,"2021/2022"
"1819","350950","09",2022,"350950 CAMPINAS",1170247,0,70,5.98164319156554,0,"2022/2023"
"1820","350950","09",2023,"350950 CAMPINAS",1139047,0,310,27.2157338547049,0,"2023/2024"
"1821","350950","09",2024,"350950 CAMPINAS",1185977,0,4160,350.76565565774,0,"2024/2025"
"1822","350950","10",2014,"350950 CAMPINAS",1154617,0,534,46.2491025162456,0,"2014/2015"
"1823","350950","10",2015,"350950 CAMPINAS",1164098,0,4915,422.215311769284,0,"2015/2016"
"1824","350950","10",2016,"350950 CAMPINAS",1173370,0,236,20.1130078321416,0,"2016/2017"
"1825","350950","10",2017,"350950 CAMPINAS",1182429,0,10,0.845716740709167,0,"2017/2018"
"1826","350950","10",2018,"350950 CAMPINAS",1194094,0,16,1.33992801236754,0,"2018/2019"
"1827","350950","10",2019,"350950 CAMPINAS",1204073,0,225,18.6865746512047,0,"2019/2020"
"1828","350950","10",2020,"350950 CAMPINAS",1213792,0,287,23.6449078590071,0,"2020/2021"
"1829","350950","10",2021,"350950 CAMPINAS",1223237,0,95,7.76627914296248,0,"2021/2022"
"1830","350950","10",2022,"350950 CAMPINAS",1170247,0,152,12.9887109302566,0,"2022/2023"
"1831","350950","10",2023,"350950 CAMPINAS",1139047,0,525,46.0911621732905,0,"2023/2024"
"1832","350950","10",2024,"350950 CAMPINAS",1185977,0,4538,382.638111868949,0,"2024/2025"
"1833","350950","11",2014,"350950 CAMPINAS",1154617,0,1064,92.1517698076505,0,"2014/2015"
"1834","350950","11",2015,"350950 CAMPINAS",1164098,0,6002,515.59232985539,0,"2015/2016"
"1835","350950","11",2016,"350950 CAMPINAS",1173370,0,362,30.8513086238782,0,"2016/2017"
"1836","350950","11",2017,"350950 CAMPINAS",1182429,0,10,0.845716740709167,0,"2017/2018"
"1837","350950","11",2018,"350950 CAMPINAS",1194094,0,19,1.59116451468645,0,"2018/2019"
"1838","350950","11",2019,"350950 CAMPINAS",1204073,0,446,37.0409435308324,0,"2019/2020"
"1839","350950","11",2020,"350950 CAMPINAS",1213792,0,291,23.9744536131396,0,"2020/2021"
"1840","350950","11",2021,"350950 CAMPINAS",1223237,0,87,7.11227668881827,0,"2021/2022"
"1841","350950","11",2022,"350950 CAMPINAS",1170247,0,216,18.4576418482594,0,"2022/2023"
"1842","350950","11",2023,"350950 CAMPINAS",1139047,0,599,52.5878212224781,0,"2023/2024"
"1843","350950","11",2024,"350950 CAMPINAS",1185977,0,5797,488.79531390575,0,"2024/2025"
"1844","350950","12",2014,"350950 CAMPINAS",1154617,0,1492,129.220338865615,0,"2014/2015"
"1845","350950","12",2015,"350950 CAMPINAS",1164098,0,6470,555.795130650512,0,"2015/2016"
"1846","350950","12",2016,"350950 CAMPINAS",1173370,0,303,25.8230566658428,0,"2016/2017"
"1847","350950","12",2017,"350950 CAMPINAS",1182429,0,15,1.26857511106375,0,"2017/2018"
"1848","350950","12",2018,"350950 CAMPINAS",1194094,0,11,0.921200508502681,0,"2018/2019"
"1849","350950","12",2019,"350950 CAMPINAS",1204073,0,797,66.1919999867118,0,"2019/2020"
"1850","350950","12",2020,"350950 CAMPINAS",1213792,0,230,18.948880862619,0,"2020/2021"
"1851","350950","12",2021,"350950 CAMPINAS",1223237,0,154,12.589547242276,0,"2021/2022"
"1852","350950","12",2022,"350950 CAMPINAS",1170247,0,353,30.1645720946091,0,"2022/2023"
"1853","350950","12",2023,"350950 CAMPINAS",1139047,0,708,62.1572244165517,0,"2023/2024"
"1854","350950","12",2024,"350950 CAMPINAS",1185977,0,6796,573.029662463943,0,"2024/2025"
"1855","350950","13",2014,"350950 CAMPINAS",1154617,0,2299,199.113645477245,0,"2014/2015"
"1856","350950","13",2015,"350950 CAMPINAS",1164098,0,5381,462.246305723401,0,"2015/2016"
"1857","350950","13",2016,"350950 CAMPINAS",1173370,0,393,33.4932715170833,0,"2016/2017"
"1858","350950","13",2017,"350950 CAMPINAS",1182429,0,10,0.845716740709167,0,"2017/2018"
"1859","350950","13",2018,"350950 CAMPINAS",1194094,0,9,0.753709506956739,0,"2018/2019"
"1860","350950","13",2019,"350950 CAMPINAS",1204073,0,1476,122.583929711903,0,"2019/2020"
"1861","350950","13",2020,"350950 CAMPINAS",1213792,0,226,18.6193351084865,0,"2020/2021"
"1862","350950","13",2021,"350950 CAMPINAS",1223237,0,148,12.0990454016679,0,"2021/2022"
"1863","350950","13",2022,"350950 CAMPINAS",1170247,0,492,42.0424064321464,0,"2022/2023"
"1864","350950","13",2023,"350950 CAMPINAS",1139047,0,715,62.7717732455289,0,"2023/2024"
"1865","350950","13",2024,"350950 CAMPINAS",1185977,0,7685,647.98895762734,0,"2024/2025"
"1866","350950","14",2014,"350950 CAMPINAS",1154617,0,3290,284.942972431551,0,"2014/2015"
"1867","350950","14",2015,"350950 CAMPINAS",1164098,0,6000,515.420523014385,0,"2015/2016"
"1868","350950","14",2016,"350950 CAMPINAS",1173370,0,332,28.2945703401314,0,"2016/2017"
"1869","350950","14",2017,"350950 CAMPINAS",1182429,0,3,0.25371502221275,0,"2017/2018"
"1870","350950","14",2018,"350950 CAMPINAS",1194094,0,10,0.83745500772971,0,"2018/2019"
"1871","350950","14",2019,"350950 CAMPINAS",1204073,0,1709,141.934915906261,0,"2019/2020"
"1872","350950","14",2020,"350950 CAMPINAS",1213792,0,211,17.3835385304896,0,"2020/2021"
"1873","350950","14",2021,"350950 CAMPINAS",1223237,0,193,15.777809206229,0,"2021/2022"
"1874","350950","14",2022,"350950 CAMPINAS",1170247,0,608,51.9548437210264,0,"2022/2023"
"1875","350950","14",2023,"350950 CAMPINAS",1139047,0,615,53.9925042601403,0,"2023/2024"
"1876","350950","14",2024,"350950 CAMPINAS",1185977,0,7575,638.713904232544,0,"2024/2025"
"1877","350950","15",2014,"350950 CAMPINAS",1154617,0,4138,358.387240097799,0,"2014/2015"
"1878","350950","15",2015,"350950 CAMPINAS",1164098,0,6280,539.473480755057,0,"2015/2016"
"1879","350950","15",2016,"350950 CAMPINAS",1173370,0,251,21.391376974015,0,"2016/2017"
"1880","350950","15",2017,"350950 CAMPINAS",1182429,0,9,0.761145066638251,0,"2017/2018"
"1881","350950","15",2018,"350950 CAMPINAS",1194094,0,25,2.09363751932427,0,"2018/2019"
"1882","350950","15",2019,"350950 CAMPINAS",1204073,0,1831,152.067191939359,0,"2019/2020"
"1883","350950","15",2020,"350950 CAMPINAS",1213792,0,228,18.7841079855527,0,"2020/2021"
"1884","350950","15",2021,"350950 CAMPINAS",1223237,0,219,17.9033171821977,0,"2021/2022"
"1885","350950","15",2022,"350950 CAMPINAS",1170247,0,857,73.232403073881,0,"2022/2023"
"1886","350950","15",2023,"350950 CAMPINAS",1139047,0,777,68.2149200164699,0,"2023/2024"
"1887","350950","15",2024,"350950 CAMPINAS",1185977,0,8421,710.047496705248,0,"2024/2025"
"1888","350950","16",2014,"350950 CAMPINAS",1154617,0,4809,416.501749064841,0,"2014/2015"
"1889","350950","16",2015,"350950 CAMPINAS",1164098,0,5406,464.393891235961,0,"2015/2016"
"1890","350950","16",2016,"350950 CAMPINAS",1173370,0,126,10.7383007917366,0,"2016/2017"
"1891","350950","16",2017,"350950 CAMPINAS",1182429,0,7,0.592001718496417,0,"2017/2018"
"1892","350950","16",2018,"350950 CAMPINAS",1194094,0,22,1.84240101700536,0,"2018/2019"
"1893","350950","16",2019,"350950 CAMPINAS",1204073,0,1971,163.694393944553,0,"2019/2020"
"1894","350950","16",2020,"350950 CAMPINAS",1213792,0,235,19.3608130552846,0,"2020/2021"
"1895","350950","16",2021,"350950 CAMPINAS",1223237,0,198,16.1865607400692,0,"2021/2022"
"1896","350950","16",2022,"350950 CAMPINAS",1170247,0,1285,109.805878588025,0,"2022/2023"
"1897","350950","16",2023,"350950 CAMPINAS",1139047,0,720,63.2107366947984,0,"2023/2024"
"1898","350950","16",2024,"350950 CAMPINAS",1185977,0,8550,720.924604777327,0,"2024/2025"
"1899","350950","17",2014,"350950 CAMPINAS",1154617,0,6023,521.644839804022,0,"2014/2015"
"1900","350950","17",2015,"350950 CAMPINAS",1164098,0,4111,353.148961685356,0,"2015/2016"
"1901","350950","17",2016,"350950 CAMPINAS",1173370,0,149,12.6984668092758,0,"2016/2017"
"1902","350950","17",2017,"350950 CAMPINAS",1182429,0,5,0.422858370354584,0,"2017/2018"
"1903","350950","17",2018,"350950 CAMPINAS",1194094,0,26,2.17738302009725,0,"2018/2019"
"1904","350950","17",2019,"350950 CAMPINAS",1204073,0,2756,228.889776616534,0,"2019/2020"
"1905","350950","17",2020,"350950 CAMPINAS",1213792,0,236,19.4431994938177,0,"2020/2021"
"1906","350950","17",2021,"350950 CAMPINAS",1223237,0,227,18.5573196363419,0,"2021/2022"
"1907","350950","17",2022,"350950 CAMPINAS",1170247,0,1372,117.240206554685,0,"2022/2023"
"1908","350950","17",2023,"350950 CAMPINAS",1139047,0,723,63.47411476436,0,"2023/2024"
"1909","350950","17",2024,"350950 CAMPINAS",1185977,0,8310,700.688124643227,0,"2024/2025"
"1910","350950","18",2014,"350950 CAMPINAS",1154617,0,4716,408.447130087293,0,"2014/2015"
"1911","350950","18",2015,"350950 CAMPINAS",1164098,0,3971,341.122482815021,0,"2015/2016"
"1912","350950","18",2016,"350950 CAMPINAS",1173370,0,118,10.0565039160708,0,"2016/2017"
"1913","350950","18",2017,"350950 CAMPINAS",1182429,0,5,0.422858370354584,0,"2017/2018"
"1914","350950","18",2018,"350950 CAMPINAS",1194094,0,19,1.59116451468645,0,"2018/2019"
"1915","350950","18",2019,"350950 CAMPINAS",1204073,0,2407,199.904823046443,0,"2019/2020"
"1916","350950","18",2020,"350950 CAMPINAS",1213792,0,195,16.0653555139596,0,"2020/2021"
"1917","350950","18",2021,"350950 CAMPINAS",1223237,0,203,16.5953122739093,0,"2021/2022"
"1918","350950","18",2022,"350950 CAMPINAS",1170247,0,1229,105.020564034772,0,"2022/2023"
"1919","350950","18",2023,"350950 CAMPINAS",1139047,0,727,63.8252855237756,0,"2023/2024"
"1920","350950","18",2024,"350950 CAMPINAS",1185977,0,6870,579.269243838624,0,"2024/2025"
"1921","350950","19",2014,"350950 CAMPINAS",1154617,0,4225,365.922206238086,0,"2014/2015"
"1922","350950","19",2015,"350950 CAMPINAS",1164098,0,4701,403.831979781771,0,"2015/2016"
"1923","350950","19",2016,"350950 CAMPINAS",1173370,0,74,6.30662109990881,0,"2016/2017"
"1924","350950","19",2017,"350950 CAMPINAS",1182429,0,10,0.845716740709167,0,"2017/2018"
"1925","350950","19",2018,"350950 CAMPINAS",1194094,0,17,1.42367351314051,0,"2018/2019"
"1926","350950","19",2019,"350950 CAMPINAS",1204073,0,2623,217.8439347116,0,"2019/2020"
"1927","350950","19",2020,"350950 CAMPINAS",1213792,0,219,18.0426300387546,0,"2020/2021"
"1928","350950","19",2021,"350950 CAMPINAS",1223237,0,151,12.3442963219719,0,"2021/2022"
"1929","350950","19",2022,"350950 CAMPINAS",1170247,0,1394,119.120151557748,0,"2022/2023"
"1930","350950","19",2023,"350950 CAMPINAS",1139047,0,779,68.3905053961777,0,"2023/2024"
"1931","350950","19",2024,"350950 CAMPINAS",1185977,0,8160,688.040324559414,0,"2024/2025"
"1932","350950","20",2014,"350950 CAMPINAS",1154617,0,3246,281.132184958302,0,"2014/2015"
"1933","350950","20",2015,"350950 CAMPINAS",1164098,0,1708,146.723042218095,0,"2015/2016"
"1934","350950","20",2016,"350950 CAMPINAS",1173370,0,50,4.26123047291136,0,"2016/2017"
"1935","350950","20",2017,"350950 CAMPINAS",1182429,0,6,0.5074300444255,0,"2017/2018"
"1936","350950","20",2018,"350950 CAMPINAS",1194094,0,19,1.59116451468645,0,"2018/2019"
"1937","350950","20",2019,"350950 CAMPINAS",1204073,0,2712,225.235513129187,0,"2019/2020"
"1938","350950","20",2020,"350950 CAMPINAS",1213792,0,163,13.4289894808995,0,"2020/2021"
"1939","350950","20",2021,"350950 CAMPINAS",1223237,0,138,11.2815423339876,0,"2021/2022"
"1940","350950","20",2022,"350950 CAMPINAS",1170247,0,777,66.3962394263775,0,"2022/2023"
"1941","350950","20",2023,"350950 CAMPINAS",1139047,0,638,56.0117361267797,0,"2023/2024"
"1942","350950","20",2024,"350950 CAMPINAS",1185977,0,8858,746.894754282756,0,"2024/2025"
"1943","350950","21",2014,"350950 CAMPINAS",1154617,0,2187,189.413459181703,0,"2014/2015"
"1944","350950","21",2015,"350950 CAMPINAS",1164098,0,1186,101.881456715844,0,"2015/2016"
"1945","350950","21",2016,"350950 CAMPINAS",1173370,0,29,2.47151367428859,0,"2016/2017"
"1946","350950","21",2017,"350950 CAMPINAS",1182429,0,5,0.422858370354584,0,"2017/2018"
"1947","350950","21",2018,"350950 CAMPINAS",1194094,0,12,1.00494600927565,0,"2018/2019"
"1948","350950","21",2019,"350950 CAMPINAS",1204073,0,2340,194.340376372529,0,"2019/2020"
"1949","350950","21",2020,"350950 CAMPINAS",1213792,0,137,11.2869420790383,0,"2020/2021"
"1950","350950","21",2021,"350950 CAMPINAS",1223237,0,85,6.94877607528222,0,"2021/2022"
"1951","350950","21",2022,"350950 CAMPINAS",1170247,0,767,65.5417189704396,0,"2022/2023"
"1952","350950","21",2023,"350950 CAMPINAS",1139047,0,551,48.3737721094915,0,"2023/2024"
"1953","350950","21",2024,"350950 CAMPINAS",1185977,0,7416,625.307236143703,0,"2024/2025"
"1954","350950","22",2014,"350950 CAMPINAS",1154617,0,1337,115.795973903035,0,"2014/2015"
"1955","350950","22",2015,"350950 CAMPINAS",1164098,0,649,55.751319906056,0,"2015/2016"
"1956","350950","22",2016,"350950 CAMPINAS",1173370,0,14,1.19314453241518,0,"2016/2017"
"1957","350950","22",2017,"350950 CAMPINAS",1182429,0,15,1.26857511106375,0,"2017/2018"
"1958","350950","22",2018,"350950 CAMPINAS",1194094,0,9,0.753709506956739,0,"2018/2019"
"1959","350950","22",2019,"350950 CAMPINAS",1204073,0,1552,128.895839371865,0,"2019/2020"
"1960","350950","22",2020,"350950 CAMPINAS",1213792,0,99,8.15625741477947,0,"2020/2021"
